LogMessage,LoggingStatement,LogTemplate,LogTemplate_fromLS
"17/06/09 20:11:07 INFO storage.MemoryStore: Block rdd_42_3 stored as bytes in memory (estimated size 930.0 B, free 808.4 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 42, boot = 25, init = 16, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO executor.Executor: Finished task 0.0 in stage 26.0 (TID 1200). 2703 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1205
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 5.0 in stage 26.0 (TID 1205)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 41, boot = 21, init = 20, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 41, boot = 20, init = 20, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_5 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:36460+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 42, boot = 23, init = 19, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO python.PythonRunner: Times: total = 42, boot = 20, init = 21, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:07 INFO executor.Executor: Finished task 4.0 in stage 26.0 (TID 1204). 2703 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:07 INFO executor.Executor: Finished task 2.0 in stage 26.0 (TID 1202). 2703 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:07 INFO executor.Executor: Finished task 1.0 in stage 26.0 (TID 1201). 2703 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:07 INFO executor.Executor: Finished task 3.0 in stage 26.0 (TID 1203). 2703 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1206
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 6.0 in stage 26.0 (TID 1206)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1207
","logInfo(""Got assigned task "" + taskId)",Got assigned task <*>,Got assigned task 
"17/06/09 20:11:07 INFO executor.Executor: Running task 7.0 in stage 26.0 (TID 1207)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1208
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 8.0 in stage 26.0 (TID 1208)
","logInfo(s""Running task $taskNumber in stage $stageNumber (TID $taskID)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1209
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:07 INFO executor.Executor: Running task 9.0 in stage 26.0 (TID 1209)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_6 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:43752+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_7 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:51044+7292
","logInfo(s""Input split: $inputPath:$offset+$length"")",Input split: <*>,Input split: <*>:<*>+<*>
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_8 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:58336+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:07 INFO spark.CacheManager: Partition rdd_42_9 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:07 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:65628+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 54, boot = 21, init = 28, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO storage.MemoryStore: Block rdd_42_5 stored as bytes in memory (estimated size 930.0 B, free 809.3 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 57, boot = 11, init = 41, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 53, boot = 7, init = 41, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 58, boot = 7, init = 46, finish = 5
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO storage.MemoryStore: Block rdd_42_6 stored as bytes in memory (estimated size 559.0 B, free 809.8 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:08 INFO storage.MemoryStore: Block rdd_42_9 stored as bytes in memory (estimated size 950.0 B, free 810.7 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 65, boot = 10, init = 45, finish = 10
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO storage.MemoryStore: Block rdd_42_8 stored as bytes in memory (estimated size 869.0 B, free 811.6 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:08 INFO storage.MemoryStore: Block rdd_42_7 stored as bytes in memory (estimated size 640.0 B, free 812.2 KB)
","logInfo(s""Block $blockId stored as bytes in memory (estimated size $estimatedSize, free $freeMemory)"")","Block <*> stored as bytes in memory (estimated size <*>, free <*>)","Block <*> stored as bytes in memory (estimated size <*>, free <*>)"
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 45, boot = 19, init = 26, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO executor.Executor: Finished task 5.0 in stage 26.0 (TID 1205). 2705 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:08 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1210
","logInfo(s""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:08 INFO executor.Executor: Running task 10.0 in stage 26.0 (TID 1210)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
"17/06/09 20:11:08 INFO spark.CacheManager: Partition rdd_42_10 not found, computing it
","logInfo(s""Partition $partitionId not found, computing it"")","Partition <*> not found, computing it","Partition <*> not found, computing it"
"17/06/09 20:11:08 INFO rdd.HadoopRDD: Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:72920+7292
","logInfo(s""Input split: $inputSplit"")",Input split: <*>,Input split: <*>
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 41, boot = 24, init = 17, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 38, boot = 18, init = 20, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 39, boot = 18, init = 21, finish = 0
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO executor.Executor: Finished task 6.0 in stage 26.0 (TID 1206). 2697 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:08 INFO executor.Executor: Finished task 9.0 in stage 26.0 (TID 1209). 2703 bytes result sent to driver
","logInfo(s""Finished task $taskId in stage $stageId (TID $taskAttemptId). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:08 INFO executor.Executor: Finished task 8.0 in stage 26.0 (TID 1208). 2703 bytes result sent to driver
","logInfo(s""Finished task $taskNumber in stage $stageNumber (TID $taskID). $resultSize bytes result sent to driver"")",Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver
"17/06/09 20:11:08 INFO python.PythonRunner: Times: total = 42, boot = 22, init = 19, finish = 1
","logInfo(s""Times: total = $totalTime, boot = $bootTime, init = $initTime, finish = $finishTime"")","Times: total = <*>, boot = <*>, init = <*>, finish = <*>","Times: total = <*>, boot = <*>, init = <*>, finish = <*>"
"17/06/09 20:11:08 INFO executor.CoarseGrainedExecutorBackend: Got assigned task 1211
","logInfo(""Got assigned task $taskId"")",Got assigned task <*>,Got assigned task <*>
"17/06/09 20:11:08 INFO executor.Executor: Running task 11.0 in stage 26.0 (TID 1211)
","logInfo(s""Running task $taskId in stage $stageId (TID $taskAttemptId)"")",Running task <*> in stage <*> (TID <*>),Running task <*> in stage <*> (TID <*>)
